Benh,TrieuChung_1,TrieuChung_2,TrieuChung_3,TrieuChung_4,TrieuChung_5,TrieuChung_6,TrieuChung_7,TrieuChung_8
Ung thư thanh quản,ho,thở khò khè,đau ngực,ho có đờm,khó thở,sụt cân,mệt mỏi,
Viêm vòi trứng,đau bụng dưới,rối loạn kinh nguyệt,ra khí hư,,,,,
Ung thư dây thanh,chán ăn,đau họng,mệt mỏi,khàn tiếng,nghẹt mũi,ho,sụt cân,đau tai
Viêm khớp gối mạn,sốt,đau khớp,kéo dài,sưng khớp,mệt mỏi,,,
Polyp trực tràng,tiêu chảy,táo bón,đi ngoài ra máu,đầy hơi,,,,
Nhiễm trùng manh tràng,đi ngoài ra máu,đau bụng,đầy hơi,ớn lạnh,sốt,,,
Nhiễm trùng niệu quản,khó nuốt,tiểu buốt,ớn lạnh,tiểu ra máu,,,,
Hẹp nội tâm mạc,mệt mỏi,hồi hộp,,,,,,
Viêm niệu đạo,sốt,tiểu nhiều lần,tiểu buốt,,,,,
Thoái hóa bao hoạt dịch,đau xương,cứng khớp,sưng khớp,hạn chế vận động,,,,
Nhiễm trùng ruột thừa,táo bón,đi ngoài ra máu,tiêu chảy,ớn lạnh,,,,
Nhiễm trùng đại tràng,đi ngoài ra máu,đầy hơi,đau bụng,sốt,tiêu chảy,,,
Ung thư gan,đau hạ sườn phải,sụt cân,mệt mỏi,buồn nôn,,,,
Đau nửa đầu,chóng mặt,nhạy cảm ánh sáng,,,,,,
Viêm phổi,khó thở,đau ngực,sốt cao,,,,,
Viêm da,bong tróc da,,,,,,,
Loét thực quản,đau thượng vị,đầy hơi,ợ chua,chán ăn,,,,
U lành tính gan,vàng da,hạn chế vận động,chán ăn,mệt mỏi,,,,
Nhiễm trùng mào tinh hoàn,ra khí hư,sốt,rối loạn kinh nguyệt,đau bụng dưới,,,,
U lành tính kết mạc,đau mắt,mờ mắt,cộm mắt,chảy nước mắt,,,,
Áp xe đường mật,buồn nôn,sốt,đau,vàng da,,,,
U lành tính vòm họng,đau họng,ho,nghẹt mũi,khàn tiếng,đau tai,,,
Ung thư cổ tử cung,mệt mỏi,đau khi quan hệ,đau bụng dưới,sụt cân,rối loạn kinh nguyệt,,,
U lành tính giác mạc,cộm mắt,mờ mắt,chảy nước mắt,mắt đỏ,,,,
Viêm thận mạn,tiểu buốt,sốt,tiểu ra máu,tiểu rắt,đau lưng,kéo dài,,
Áp xe màng phổi,sốt,đau,sưng,ho,khó thở,thở khò khè,,
Viêm lách mạn,vàng da,mệt mỏi,chán ăn,đau hạ sườn phải,,,,
Viêm võng mạc mạn,sốt,mắt đỏ,mệt mỏi,cộm mắt,mờ mắt,,,
Phình nội tâm mạc,hồi hộp,phù chân,đau ngực,khó thở,mệt mỏi,,,
Sởi,phát ban,sổ mũi,sốt cao,ho,,,,
Phình van tim,phù chân,đau ngực,mệt mỏi,khó thở,,,,
Viêm khớp vai mạn,cứng khớp,đau khớp,hạn chế vận động,sưng khớp,mệt mỏi,,,
Viêm thanh quản mạn,đau ngực,ho,ho có đờm,thở khò khè,,,,
Tiểu đường,đói nhiều,sụt cân,tiểu nhiều,khát nước nhiều,,,,
U lành tính mống mắt,mờ mắt,chảy nước mắt,mắt đỏ,đau mắt,,,,
Trĩ,ngứa hậu môn,đi ngoài ra máu,đau hậu môn,sa búi trĩ,,,,
Thoái hóa khớp vai,sưng khớp,đau khớp,,,,,,
Viêm kết mạc mạn,chảy nước mắt,đau mắt,mắt đỏ,mệt mỏi,,,,
Viêm túi mật mạn,buồn nôn,vàng da,chán ăn,sốt,,,,
U lành tính tai ngoài,nghẹt mũi,khàn tiếng,tiểu ra máu,đau họng,,,,
Viêm phế quản cấp,sốt,khó thở,ho có đờm,ho,,,,
Ung thư màng não,yếu liệt tay chân,đau đầu,sụt cân,chán ăn,tê tay chân,mệt mỏi,,
Sỏi mật,đau hạ sườn phải,đau nhức cơ,buồn nôn,vàng da,sốt,,,
Viêm hậu môn mạn,đau bụng,đi ngoài ra máu,kéo dài,mệt mỏi,đầy hơi,,,
Viêm khớp háng,sốt,đau xương,cứng khớp,sưng khớp,hạn chế vận động,,,
Viêm thận mạn,chảy máu cam,tiểu buốt,đau lưng,tiểu ra máu,tiểu nhiều lần,sốt,mệt mỏi,
Viêm nội tâm mạc cấp,mệt mỏi,phù chân,khó thở,đau ngực,sưng môi,hồi hộp,,
Lao cột sống,sụt cân,sưng khớp,đổ mồ hôi đêm,hạn chế vận động,sốt nhẹ,cứng khớp,,
Viêm tuyến lệ cấp,đau dữ dội,mờ mắt,đau mắt,cộm mắt,,,,
Viêm màng ngoài tim mạn,kéo dài,hồi hộp,khó thở,,,,,
U lành tính vòm họng,nghẹt mũi,ho,đau họng,,,,,
Nhồi máu cơ tim,khó thở,đổ mồ hôi lạnh,đau ngực,,,,,
Viêm thực quản mạn,mệt mỏi,đầy hơi,buồn nôn,,,,,
Viêm ruột thừa cấp,đau dữ dội,tiêu chảy,đau bụng,sốt,đầy hơi,,,
Polyp hậu môn,đau bụng,tiêu chảy,đi ngoài ra máu,táo bón,,,,
Ung thư thực quản,buồn nôn,sụt cân,đầy hơi,mệt mỏi,,,,
Viêm màng phổi cấp,ho có đờm,thở khò khè,ho,,,,,
Viêm dạ dày mạn,chán ăn,sốt,ợ chua,buồn nôn,mệt mỏi,,,
U lành tính họng,đau họng,đau tai,nghẹt mũi,,,,,
Nhiễm trùng tuyến tiền liệt,sốt,ra khí hư,đau bụng dưới,,,,,
Lao sụn khớp,sụt cân,đau xương,đỏ khớp,sưng khớp,đau khớp,hạn chế vận động,,
Sỏi mật,đau hạ sườn phải,vàng da,buồn nôn,,,,,
Viêm tai giữa cấp,ho,đau họng,đau tai,nghẹt mũi,đau dữ dội,khàn tiếng,,
Polyp hồi tràng,đau bụng,tiêu chảy,táo bón,méo miệng,đầy hơi,đi ngoài ra máu,,
Viêm âm đạo mạn,đau khi quan hệ,đau bụng dưới,kéo dài,rối loạn kinh nguyệt,,,,
Nhiễm trùng tuyến bã,da đỏ,mụn nước,ngứa,,,,,
U lành tính bờ mi,cộm mắt,chảy nước mắt,,,,,,
U lành tính vòi trứng,rối loạn kinh nguyệt,ra khí hư,đau quặn thận,,,,,
U lành tính tuyến tiền liệt,đau khi quan hệ,đau bụng dưới,ra khí hư,,,,,
Hẹp động mạch chủ,phù chân,mệt mỏi,khó thở,hồi hộp,đau ngực,,,
Ung thư khí quản,chán ăn,ho có đờm,đau ngực,thở khò khè,sụt cân,mệt mỏi,khó thở,ho
Ung thư dạ dày,buồn nôn,chán ăn,mệt mỏi,sụt cân,,,,
Viêm móng,da đỏ,bong tróc da,mụn nước,sốt,ngứa,,,
Viêm âm đạo cấp,đau khi quan hệ,sốt,ra khí hư,rối loạn kinh nguyệt,,,,
Áp xe lách,mệt mỏi,sưng,vàng da,sốt,buồn nôn,,,
Áp xe tiểu phế quản,mắt đỏ,ho,sốt,khó thở,thở khò khè,đau ngực,,
Áp xe khí quản,sốt,ho có đờm,sưng,khó thở,đau,,,
Viêm manh tràng cấp,đi ngoài ra máu,sốt,táo bón,đau bụng,đầy hơi,tiêu chảy,,
Viêm trực tràng cấp,táo bón,tiêu chảy,đầy hơi,đi ngoài ra máu,đau dữ dội,,,
Nhiễm trùng tinh hoàn,sốt,rối loạn kinh nguyệt,đau khi quan hệ,,,,,
Viêm vòm họng mạn,nghẹt mũi,đau họng,mệt mỏi,khàn tiếng,,,,
Viêm dạ dày cấp,buồn nôn,chán ăn,ợ chua,sốt,,,,
Polyp dạ dày,đau thượng vị,buồn nôn,ợ chua,đầy hơi,,,,
Viêm tai ngoài cấp,đau họng,đau tai,nghẹt mũi,sốt,đau dữ dội,ho,,
Viêm niệu đạo mạn,đau lưng,tiểu buốt,tiểu rắt,tiểu ra máu,kéo dài,,,
Ung thư manh tràng,sụt cân,chán ăn,tiêu chảy,đầy hơi,đi ngoài ra máu,,,
Viêm tai ngoài,ngứa mắt,sốt,đau tai,nghẹt mũi,đau họng,,,
Viêm phổi mạn,ho,sốt,ho có đờm,khó thở,mệt mỏi,thở khò khè,,
Phình động mạch chủ,mệt mỏi,khó thở,hồi hộp,,,,,
Trào ngược dạ dày,ợ nóng,đau ngực,tiểu ra máu,ợ chua,,,,
Viêm giác mạc cấp,cộm mắt,chảy nước mắt,đau mắt,mắt đỏ,,,,
U lành tính tinh hoàn,đau bụng dưới,ra khí hư,đau khi quan hệ,,,,,
Áp xe thanh quản,đau ngực,sốt,ho có đờm,ho,,,,
Viêm móng mạn,sốt,bong tróc da,phát ban,nước tiểu đục,da đỏ,mụn nước,,
Viêm lách,vàng da,đau hạ sườn phải,mệt mỏi,,,,,
Viêm tâm vị mạn,ợ chua,mệt mỏi,kéo dài,sốt,,,,
Ung thư manh tràng,đau bụng,táo bón,sụt cân,tiêu chảy,chán ăn,đầy hơi,,
Viêm sụn khớp,hạn chế vận động,cứng khớp,đau khớp,sốt,đau xương,sưng khớp,,
Viêm động mạch chủ,phù chân,khó thở,đau ngực,hồi hộp,sốt,,,
Nhiễm trùng vòi trứng,đau khi quan hệ,rối loạn kinh nguyệt,ra khí hư,sốt,đau bụng dưới,,,
Viêm đường mật mạn,mệt mỏi,vàng da,đau hạ sườn phải,,,,,
Viêm màng não cấp,sốt,yếu liệt tay chân,chóng mặt,co giật,tê tay chân,đau dữ dội,,
Phình nội tâm mạc,hồi hộp,đau bụng,mệt mỏi,,,,,
Viêm bờ mi mạn,cộm mắt,sốt,đau mắt,kéo dài,mờ mắt,,,
Viêm tụy cấp,đau hạ sườn phải,buồn nôn,đau dữ dội,chán ăn,,,,
Viêm tử cung mạn,đau khi quan hệ,mệt mỏi,ra khí hư,đau bụng dưới,,,,
Viêm tâm vị cấp,đau dữ dội,buồn nôn,đầy hơi,đau thượng vị,chán ăn,,,
Viêm bàng quang,tiểu buốt,nước tiểu đục,tiểu nhiều lần,tiểu rắt,,,,
Viêm cột sống cổ mạn,cứng khớp,hạn chế vận động,sưng khớp,đau xương,,,,
Viêm đường mật mạn,lồi mắt,chán ăn,đau hạ sườn phải,vàng da,buồn nôn,,,
Suy thận,da xanh xao,khó thở,mệt mỏi,phù chân,tiểu ít,,,
Viêm đại tràng cấp,đau dữ dội,tiêu chảy,sốt,táo bón,đau bụng,đi ngoài ra máu,,
Ung thư gan,mệt mỏi,đau hạ sườn phải,sụt cân,,,,,
U lành tính buồng trứng,rối loạn kinh nguyệt,,,,,,,
Viêm lách cấp,mệt mỏi,sốt,đau hạ sườn phải,,,,,
U lành tính võng mạc,mờ mắt,đau mắt,mắt đỏ,cộm mắt,,,,
Nhiễm trùng niệu đạo,đau lưng,tiểu ra máu,tiểu rắt,tiểu buốt,,,,
Nhiễm trùng tinh hoàn,sốt,đau khi quan hệ,ớn lạnh,đau bụng dưới,,,,
Rối loạn lo âu,hồi hộp,lo lắng quá mức,chóng mặt,khó thở,mất ngủ,,,
Ung thư tâm vị,buồn nôn,chán ăn,mệt mỏi,sụt cân,ợ chua,đầy hơi,,
Viêm âm đạo,đau khi quan hệ,ra khí hư,rối loạn kinh nguyệt,buồn bã kéo dài,,,,
U lành tính họng,đau họng,đau tai,đổ mồ hôi lạnh,ho,khàn tiếng,,,
Viêm tinh hoàn mạn,đau bụng dưới,đau khi quan hệ,mệt mỏi,ra khí hư,,,,
Gout,đau dữ dội về đêm,tiểu rắt,đau khớp,sưng khớp,đỏ khớp,,,
Sỏi bể thận,tiểu buốt,tiểu nhiều lần,đau lưng,,,,,
Ung thư bể thận,tiểu ra máu,tiểu buốt,chán ăn,mệt mỏi,tiểu rắt,sụt cân,,
U lành tính cổ tử cung,đau bụng dưới,rối loạn kinh nguyệt,,,,,,
Ung thư cổ tử cung,sụt cân,đau bụng dưới,đau khi quan hệ,ra khí hư,khát nước nhiều,,,
U lành tính màng não,co giật,đi ngoài ra máu,chóng mặt,,,,,
Ngộ độc thực phẩm,tiêu chảy,buồn nôn,mất nước,,,,,
Viêm dạ dày mạn,chán ăn,đầy hơi,ợ chua,mệt mỏi,đau thượng vị,kéo dài,,
Viêm lách mạn,đau hạ sườn phải,chán ăn,mệt mỏi,vàng da,sốt,buồn nôn,,
Viêm thực quản cấp,chán ăn,ợ chua,đau thượng vị,đau dữ dội,,,,
Viêm khí quản mạn,ho,mệt mỏi,ho có đờm,khó thở,đau ngực,,,
Viêm ruột thừa mạn,đau bụng,đi ngoài ra máu,táo bón,kéo dài,,,,
Viêm tá tràng mạn,chán ăn,buồn nôn,đầy hơi,kéo dài,,,,
Ung thư dây thần kinh,co giật,chóng mặt,sụt cân,đau đầu,yếu liệt tay chân,chán ăn,tê tay chân,
Viêm mào tinh hoàn cấp,ra khí hư,đau khi quan hệ,rối loạn kinh nguyệt,sốt,đau bụng dưới,,,
Polyp ruột non,đầy hơi,đi ngoài ra máu,táo bón,,,,,
Ung thư ruột non,đầy hơi,tiêu chảy,mệt mỏi,chán ăn,táo bón,đau bụng,sụt cân,
Nhiễm trùng âm đạo,sốt,đau bụng dưới,ớn lạnh,ra khí hư,rối loạn kinh nguyệt,,,
Viêm amidan mạn,nghẹt mũi,đau họng,ho,đau tai,sốt,mệt mỏi,,
Viêm niệu quản mạn,tiểu rắt,tiểu buốt,tiểu nhiều lần,kéo dài,đau lưng,,,
Viêm đường mật cấp,chán ăn,đau dữ dội,đau hạ sườn phải,vàng da,,,,
Viêm tiểu phế quản mạn,ho có đờm,kéo dài,sốt,đau ngực,ho,,,
Viêm bàng quang,tiểu buốt,tiểu nhiều lần,tiểu rắt,,,,,
Nhồi máu cơ tim,buồn nôn,đau ngực,khó thở,đổ mồ hôi lạnh,,,,
Viêm vòm họng,nghẹt mũi,đau họng,ho,,,,,
Viêm móng mạn,kéo dài,da đỏ,sốt,ngứa,phát ban,mụn nước,mất khứu giác,bong tróc da
Viêm thực quản,ợ chua,buồn nôn,chán ăn,đau thượng vị,đầy hơi,,,
Viêm thực quản mạn,chán ăn,buồn nôn,đau thượng vị,kéo dài,mệt mỏi,đầy hơi,,
Tay chân miệng,loét miệng,sốt,chán ăn,,,,,
Viêm động mạch chủ cấp,đau ngực,phù chân,đau dữ dội,,,,,
Viêm hậu môn,đau bụng,tiêu chảy,đi ngoài ra máu,,,,,
Ung thư tuyến bã,mụn nước,ngứa,chán ăn,sụt cân,phát ban,mệt mỏi,,
Ung thư đường mật,sụt cân,đau hạ sườn phải,vàng da,chán ăn,,,,
Viêm hồi tràng mạn,táo bón,đau bụng,mệt mỏi,sốt,đi ngoài ra máu,,,
Viêm khớp vai,đau khớp,sốt,cứng khớp,sưng khớp,,,,
Viêm cột sống cổ,hạn chế vận động,sưng khớp,sốt,đau xương,đau khớp,,,
Hẹp màng ngoài tim,hồi hộp,khó thở,đau ngực,phù chân,,,,
Lao khớp háng,cứng khớp,hạn chế vận động,sụt cân,sưng khớp,đổ mồ hôi đêm,,,
Ung thư khí quản,ho có đờm,đau ngực,nghẹt mũi,sụt cân,ho,chán ăn,,
U lành tính túi mật,mệt mỏi,chán ăn,buồn nôn,vàng da,,,,
Viêm gân gót,sưng khớp,hạn chế vận động,cứng khớp,,,,,
Ung thư tai ngoài,đau tai,sụt cân,nghẹt mũi,đau họng,ho,,,
Viêm niệu đạo,tiểu ra máu,tiểu buốt,tiểu nhiều lần,,,,,
Viêm phổi cấp,khát nước nhiều,sốt,ho có đờm,thở khò khè,ho,,,
Ung thư hậu môn,đi ngoài ra máu,táo bón,chán ăn,sụt cân,đầy hơi,,,
Tiểu đường,đói nhiều,tiểu nhiều,khát nước nhiều,,,,,
U lành tính da,phát ban,bong tróc da,da đỏ,ngứa,mụn nước,,,
Viêm cột sống cổ cấp,cứng khớp,đau bụng,đau xương,đau dữ dội,sưng khớp,sốt,hạn chế vận động,
Viêm cổ tử cung cấp,rối loạn kinh nguyệt,đau dữ dội,đau khi quan hệ,ra khí hư,,,,
Viêm manh tràng,đầy hơi,đau bụng,tiêu chảy,,,,,
Viêm dây thanh,ho,đau họng,nghẹt mũi,đau tai,sốt,khàn tiếng,,
Phình van tim,hồi hộp,khó thở,táo bón,mệt mỏi,,,,
Viêm phế quản mạn,sốt,ho,đau ngực,ho có đờm,,,,
Tiểu đường,mờ mắt,tiểu nhiều,mệt mỏi,đói nhiều,,,,
Viêm túi mật,sốt,mệt mỏi,vàng da,chán ăn,buồn nôn,,,
Ung thư amidan,chán ăn,nghẹt mũi,đau tai,đau họng,sụt cân,khàn tiếng,,
Viêm hậu môn mạn,đau bụng,tiêu chảy,táo bón,kéo dài,,,,
Viêm thanh quản cấp,thở khò khè,sốt,ho có đờm,đau dữ dội,ho,,,
U lành tính tuyến lệ,mờ mắt,đau mắt,mắt đỏ,khó nuốt,,,,
Viêm động mạch chủ,đau ngực,mệt mỏi,hồi hộp,,,,,
Parkinson,cứng đờ,đi lại khó,run tay,,,,,
Viêm da mạn,da đỏ,ngứa,mệt mỏi,mụn nước,,,,
Trầm cảm,buồn bã kéo dài,mất ngủ,sưng tuyến mang tai,chán ăn,mệt mỏi,,,
Viêm tinh hoàn cấp,đau dữ dội,rối loạn kinh nguyệt,đau khi quan hệ,đau bụng dưới,sưng khớp,sốt,,
Viêm động mạch chủ,khó thở,hồi hộp,phù chân,đau ngực,sốt,,,
Sỏi niệu đạo,tiểu ra máu,đau lưng,tiểu buốt,,,,,
Sỏi bể thận,đau lưng,tiểu nhiều lần,tiểu buốt,,,,,
Viêm da,phát ban,da đỏ,bong tróc da,mụn nước,,,,
Thiếu máu,chóng mặt,nhạy cảm ánh sáng,da xanh xao,khó thở,mệt mỏi,,,
Ung thư bàng quang,đau lưng,sụt cân,tiểu buốt,mệt mỏi,chán ăn,tiểu ra máu,,
Nhiễm trùng móng,phát ban,sốt,bong tróc da,,,,,
Polyp dạ dày,đau thượng vị,ợ chua,đi ngoài ra máu,buồn nôn,,,,
Polyp ruột non,đau bụng,táo bón,tiêu chảy,đi ngoài ra máu,,,,
Ung thư tuyến bã,mệt mỏi,phát ban,sụt cân,ngứa,bong tróc da,mụn nước,chán ăn,
Viêm bàng quang,đau bụng dưới,tiểu buốt,tiểu nhiều lần,tiểu rắt,,,,
Viêm tuyến bã cấp,mụn nước,đau dữ dội,phát ban,,,,,
Viêm tinh hoàn mạn,kéo dài,sốt,ra khí hư,đau khi quan hệ,,,,
U lành tính da,bong tróc da,da đỏ,ngứa,,,,,
U lành tính lách,chán ăn,vàng da,mệt mỏi,,,,,
Viêm khí quản,khó thở,thở khò khè,đau ngực,ho,ho có đờm,,,
Viêm gan mạn,vàng da,mệt mỏi,đau hạ sườn phải,sốt,buồn nôn,,,
Viêm đường mật,mệt mỏi,vàng da,buồn nôn,đau hạ sườn phải,,,,
U lành tính họng,ho,đau họng,đau tai,nghẹt mũi,,,,
U lành tính mào tinh hoàn,đau bụng dưới,rối loạn kinh nguyệt,ra khí hư,đau khi quan hệ,,,,
Viêm màng ngoài tim,phù chân,khó thở,đau ngực,sốt,,,,
Viêm giác mạc cấp,mắt đỏ,cộm mắt,đau dữ dội,sốt,,,,
Ung thư trung thất,sụt cân,đau ngực,ho có đờm,ho,thở khò khè,,,
Viêm màng não cấp,chóng mặt,yếu liệt tay chân,,,,,,
Viêm ruột thừa cấp,đau dữ dội,đau bụng,tiêu chảy,đầy hơi,táo bón,đi ngoài ra máu,sốt cao,
Trĩ,đau hậu môn,sa búi trĩ,ngứa hậu môn,khó thở,đi ngoài ra máu,,,
Viêm túi mật mạn,mệt mỏi,sốt,vàng da,buồn nôn,đau hạ sườn phải,,,
Viêm hồi tràng cấp,đi ngoài ra máu,táo bón,,,,,,
Ung thư mào tinh hoàn,ra khí hư,đau khi quan hệ,rối loạn kinh nguyệt,,,,,
Nhiễm trùng ruột non,sốt,đi ngoài ra máu,đau bụng,ớn lạnh,tiêu chảy,,,
Ung thư khí quản,thở khò khè,ho,đau ngực,sụt cân,chán ăn,ho có đờm,khó thở,
Viêm manh tràng,tiêu chảy,sốt,đầy hơi,,,,,
Lao gân gót,đau xương,hạn chế vận động,sụt cân,,,,,
Viêm bể thận,tiểu rắt,sốt,tiểu nhiều lần,tiểu ra máu,,,,
Viêm vòm họng,ho,,,,,,,
Viêm tai giữa mạn,mệt mỏi,đau họng,kéo dài,đau tai,khàn tiếng,ho,nghẹt mũi,
U lành tính họng,ho,đau tai,đau họng,khàn tiếng,,,,
Viêm nang lông mạn,ngứa,bong tróc da,mụn nước,,,,,
Nhiễm trùng thận,tiểu buốt,sốt,tiểu nhiều lần,,,,,
Áp xe phổi,khó thở,mất ngủ,đau ngực,ho,đau,ho có đờm,,
U lành tính túi mật,buồn nôn,vàng da,đau hạ sườn phải,,,,,
Nhiễm trùng hậu môn,tiêu chảy,đầy hơi,ớn lạnh,đi ngoài ra máu,đau bụng,,,
U lành tính tai giữa,đau tai,ho,khàn tiếng,đau họng,,,,
Sỏi bể thận,đau quặn thận,tiểu buốt,tiểu nhiều lần,tiểu rắt,đau lưng,,,
Polyp hồi tràng,táo bón,đau bụng,tiêu chảy,đầy hơi,lo lắng quá mức,,,
Viêm lách mạn,kéo dài,chán ăn,sốt,mệt mỏi,buồn nôn,đau hạ sườn phải,,
Ung thư niệu quản,tiểu buốt,mệt mỏi,tiểu nhiều lần,tiểu rắt,tiểu ra máu,đau lưng,,
Động kinh,co giật,mất ý thức,đau đầu,,,,,
Viêm manh tràng cấp,đầy hơi,đi ngoài ra máu,khát nước nhiều,táo bón,tiêu chảy,,,
Nhiễm trùng tinh hoàn,đau khi quan hệ,ra khí hư,rối loạn kinh nguyệt,ớn lạnh,đau bụng dưới,,,
Ung thư hậu môn,đi ngoài ra máu,táo bón,đau bụng,mệt mỏi,buồn nôn,đầy hơi,sụt cân,
Viêm thanh quản cấp,ho,đau ngực,đau dữ dội,thở khò khè,ho có đờm,,,
Viêm khớp gối,hạn chế vận động,đau khớp,cứng khớp,,,,,
Sỏi bàng quang,đau lưng,tiểu nhiều lần,tiểu ra máu,,,,,
Nhiễm trùng móng,ngứa,da đỏ,phát ban,bong tróc da,,,,
Suy thận,mệt mỏi,tiểu ít,da xanh xao,phù chân,,,,
Viêm da cấp,sốt,đau dữ dội,bong tróc da,phát ban,,,,
Nhiễm trùng đại tràng,đau bụng,sốt,ớn lạnh,tiêu chảy,,,,
Viêm buồng trứng,đau bụng dưới,sốt,đau hố chậu phải,,,,,
Viêm niệu đạo mạn,tiểu buốt,tiểu nhiều lần,đau lưng,mệt mỏi,kéo dài,tiểu rắt,,
Viêm đường mật mạn,chán ăn,vàng da,mệt mỏi,đau hạ sườn phải,,,,
Nhiễm trùng thận,ớn lạnh,đau lưng,tiểu buốt,sốt,tiểu ra máu,tiểu nhiều lần,,
Polyp dạ dày,đầy hơi,ợ chua,buồn nôn,,,,,
